id,source,source_id,source_url,name,subcategory,stars,street,house_number,postcode,neighborhood,city,lat,lon,beds,extra_beds,owner,oib,mbo,tourist_board,raw_address,raw_name,source_subcategory,scraped_at
a1b0e897-7e86-52a4-ae18-305ae31403d6,croatia_hr,liberty-living-apartman,https://accommodation.croatia.hr/hr-hr/apartmani/split/liberty-living-apartman/,LIBERTY LIVING Apartman,Apartman,,Put Žnjana,14F,,,Split,43.50314,16.48291,20,,LIBERTY LIVING d.o.o.,,,Turistička zajednica grada Split,Put Žnjana 14F,LIBERTY LIVING Apartman,Apartman,2026-05-16T11:59:07+00:00
0ff844f6-689c-5ef4-aac8-aa815e1ee3f6,croatia_hr,linda-radman,https://accommodation.croatia.hr/hr-hr/apartmani/split/linda-radman/,Linda Radman,Objekti u domaćinstvu,,Put Žnjana,10,,,Split,43.503376,16.481063,3,,Linda Radman,,,Turistička zajednica grada Split,Put Žnjana 10 C,Linda Radman,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
ad061db2-984f-54fc-97fd-248362989f15,croatia_hr,luce,https://accommodation.croatia.hr/hr-hr/apartmani/split/luce/,LUCE,Objekti u domaćinstvu,,Klarin,7,,,Split,43.504346,16.446404,4,,Ivana Šarić,,,Turistička zajednica grada Split,Klarin 7,LUCE,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
b38d2505-0b12-55bd-ae82-8c7b61fcffef,croatia_hr,luka-pitalo,https://accommodation.croatia.hr/hr-hr/apartmani/split/luka-pitalo/,LUKA PITALO,Objekti u domaćinstvu,,Drvenička,25,,,Split,43.504894,16.411577,4,,LUKA PITALO,,,Turistička zajednica grada Split,DRVENIČKA 25,LUKA PITALO,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
7491fad3-2016-52ea-9a4a-fe5e47103700,croatia_hr,penthouse-vinci,https://accommodation.croatia.hr/hr-hr/apartmani/split/penthouse-vinci/,PENTHOUSE VINCI,Apartman,,Vinkovačka,3,,,Split,43.512656,16.458591,6,,STANOVI JADRANA d.d.,,,Turistička zajednica grada Split,Vinkovačka 3,PENTHOUSE VINCI,Apartman,2026-05-16T11:59:07+00:00
f87367af-c46e-5bbf-8f33-eb16ae283536,croatia_hr,piazza-heritage-app,https://accommodation.croatia.hr/hr-hr/apartmani/split/piazza-heritage-app/,PIAZZA HERITAGE APP,Apartman,,Kraj Sv Marije,1,,,Split,43.509262,16.438161,2,,Sensa d.o.o,,,Turistička zajednica grada Split,Kraj Sv Marije 1,PIAZZA HERITAGE APP,Apartman,2026-05-16T11:59:07+00:00
c78112b3-2505-5d0e-95da-575e03d232bc,croatia_hr,pura-vida,https://accommodation.croatia.hr/hr-hr/apartmani/split/pura-vida/,PURA VIDA,Apartman,,Poljička cesta,20A,,,Split,43.504776,16.455785,2,,SAIL&DINE d.o.o.,,,Turistička zajednica grada Split,Poljička cesta 20A,PURA VIDA,Apartman,2026-05-16T11:59:07+00:00
fb9a5b86-1369-5c1f-a62a-5630f307a5f0,croatia_hr,s2-2,https://accommodation.croatia.hr/hr-hr/apartmani/split/s2-2/,S2,Apartman,,Jadranska,12,,,Split,43.50267,16.445007,2,,GUNJAČA - PROJEKT d.o.o.,,,Turistička zajednica grada Split,Jadranska 12,S2,Apartman,2026-05-16T11:59:07+00:00
c41f7f2c-b2fe-53f9-8509-c20e747302d7,croatia_hr,s3,https://accommodation.croatia.hr/hr-hr/apartmani/split/s3/,S3,Apartman,,Jadranska,12,,,Split,43.50267,16.445007,2,,GUNJAČA - PROJEKT d.o.o.,,,Turistička zajednica grada Split,Jadranska 12,S3,Apartman,2026-05-16T11:59:07+00:00
f05341f2-fe08-574f-b61a-4bcee935a308,croatia_hr,soba-i-apartman-ivan-maros,https://accommodation.croatia.hr/hr-hr/apartmani/split/soba-i-apartman-ivan-maros/,Soba i Apartman Ivan Maroš,Objekti u domaćinstvu,,Starčevićeva,64,,Žrnovnica,Split,43.521473,16.539616,10,,Ivan Maroš,,,Turistička zajednica grada Split,Starčevićeva 64,Soba i Apartman Ivan Maroš,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
b75618fc-7ace-5a75-8e4e-622405bc7576,croatia_hr,tot,https://accommodation.croatia.hr/hr-hr/apartmani/split/tot/,TOT,Objekti u domaćinstvu,,Bana Berislavića,6A,,,Split,,,6,,Selma Tot,,,Turistička zajednica grada Split,Bana Berislavića 6A,TOT,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
ab1701c2-c4fd-5b97-a311-b775096825a8,croatia_hr,vista-dalmare,https://accommodation.croatia.hr/hr-hr/apartmani/split/vista-dalmare/,Vista Dalmare,Apartman,,Obala kneza Branimira,10,,,Split,43.504711,16.429547,2,,Vista Dal Mare d.o.o.,,,Turistička zajednica grada Split,Obala kneza Branimira 10,Vista Dalmare,Apartman,2026-05-16T11:59:07+00:00
cf83af60-2118-5b07-93ad-1b9b8b4e46ba,croatia_hr,vista-del-mare,https://accommodation.croatia.hr/hr-hr/apartmani/split/vista-del-mare/,Vista Del Mare,Apartman,,Obala kneza Branimira,10,,,Split,43.504711,16.429547,4,,Vista Dal Mare d.o.o.,,,Turistička zajednica grada Split,Obala kneza Branimira 10,Vista Del Mare,Apartman,2026-05-16T11:59:07+00:00
3b48f2ab-f7dc-5504-9663-a2582c05bc0e,croatia_hr,apartman-luxuria,https://accommodation.croatia.hr/hr-hr/apartmani/split/apartman-luxuria/,Apartman Luxuria,Objekti u domaćinstvu,,Antuna Mihanovića,46,,,Split,43.505939,16.417532,4,,Mirela Šundov,,,Turistička zajednica grada Split,Antuna Mihanovića 46,"""Apartman Luxuria""",Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
8c0f2203-328e-55ba-9a5b-265e56e9cce1,croatia_hr,apartman-naja,https://accommodation.croatia.hr/hr-hr/apartmani/split/apartman-naja/,Apartman Naja,Objekti u domaćinstvu,,Matoševa,10,,,Split,43.513135,16.433248,2,,Naja Šipić,,,Turistička zajednica grada Split,Matoševa 10,"""Apartman Naja""",Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
3e9d245a-48d4-5d54-9417-5ed45963afe2,croatia_hr,lala,https://accommodation.croatia.hr/hr-hr/apartmani/split/lala/,Lala,Objekti u domaćinstvu,,Branimirova obala,3,,,Split,43.506282,16.431705,2,,Valerija Škalic,,,Turistička zajednica grada Split,Branimirova obala 3,"""Lala""",Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
bcebfce5-f625-5a0d-b0cd-c4b93428c3a7,croatia_hr,luxe-residence,https://accommodation.croatia.hr/hr-hr/apartmani/split/luxe-residence/,Luxe Residence,Objekti u domaćinstvu,,Trg Mihovila Pavlinovića,7,,,Split,43.504083,16.444858,4,,Ivona Parčina,,,Turistička zajednica grada Split,Trg Mihovila Pavlinovića 7,"""Luxe Residence""",Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
a3b25971-51b2-53ee-82cd-bb4acc5615df,croatia_hr,split-dreams,https://accommodation.croatia.hr/hr-hr/apartmani/split/split-dreams/,Split Dreams,Objekti u domaćinstvu,,Starčevićeva,5,,,Split,43.513572,16.437714,6,,Nediljka Škaričić,,,Turistička zajednica grada Split,Starčevićeva 5,"""Split Dreams""",Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
f711ea08-2b7d-5c1d-a56a-4b4a8b3a8845,croatia_hr,2-studio-apartmana-suzana-cikotic,https://accommodation.croatia.hr/hr-hr/apartmani/split/2-studio-apartmana-suzana-cikotic/,2 Studio Apartmana Suzana Čikotić,Objekti u domaćinstvu,,Rodrigina,4,,,Split,43.50928,16.439877,4,,Suzana Čikotić,,,Turistička zajednica grada Split,Rodrigina 4,2 Studio Apartmana Suzana Čikotić,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
ef9da895-8a9f-55c7-9514-4ae3a5b469e8,croatia_hr,a,https://accommodation.croatia.hr/hr-hr/apartmani/split/a/,A,Objekti u domaćinstvu,,Kvaternikova,2,,,Split,43.510392,16.448393,2,,Ana Bilić Spremić,,,Turistička zajednica grada Split,Kvaternikova 2,A,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
933db278-bd5e-5d42-9f36-930e311b6461,croatia_hr,a4-studio-app,https://accommodation.croatia.hr/hr-hr/apartmani/split/a4-studio-app/,A4 - studio app,Studio apartman,,Držićeva,8,,,Split,43.510193,16.445386,3,,Roterm d.o.o,,,Turistička zajednica grada Split,Držićeva 8,A4 - studio app,Studio apartman,2026-05-16T11:59:07+00:00
2f212be1-2259-56d9-9ac1-f6e630ddc294,croatia_hr,abeona-slatine,https://accommodation.croatia.hr/hr-hr/apartmani/split/abeona-slatine/,Abeona Slatine,Objekti u domaćinstvu,,Staraci,16,,Slatine,Split,43.491982,16.349689,8,,Tamara Matić,,,Turistička zajednica grada Split,Staraci 16,Abeona Slatine,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
4e0b77d8-6432-571c-81dc-c1ccde9cf182,croatia_hr,abode,https://accommodation.croatia.hr/hr-hr/apartmani/split/abode/,ABODE,Studio apartman,,Iza Lože,4,,,Split,43.509301,16.43917,2,,ABODE,,,Turistička zajednica grada Split,Iza Lože 4,ABODE,Studio apartman,2026-05-16T11:59:07+00:00
baa8489a-ab93-579d-9b42-f993228dd19a,croatia_hr,acorn-apartment,https://accommodation.croatia.hr/hr-hr/apartmani/split/acorn-apartment/,ACORN APARTMENT,Apartman,,Table,1,,,Split,43.516548,16.435496,2,,"""CRO-BIT"" d.o.o.",,,Turistička zajednica grada Split,Table 1,ACORN APARTMENT,Apartman,2026-05-16T11:59:07+00:00
109fa964-6bb6-5776-b822-36c687254352,croatia_hr,acacia,https://accommodation.croatia.hr/hr-hr/apartmani/split/acacia/,Acacia,Objekti u domaćinstvu,,Vukovarska,24,,,Split,43.511667,16.445838,6,,Slobodan Gizdić,,,Turistička zajednica grada Split,Vukovarska 24,Acacia,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
1a60fc84-d6e0-5780-8522-4bc3144e4b01,croatia_hr,adela-app1,https://accommodation.croatia.hr/hr-hr/apartmani/split/adela-app1/,ADELA App1,Objekti u domaćinstvu,,Put Žnjana,8,,,Split,43.503517,16.47984,2,,Juraj Ćurković,,,Turistička zajednica grada Split,Put Žnjana 8,ADELA App1,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
3f13bdbc-4eee-516d-8e51-75fb370eaf82,croatia_hr,adam-3,https://accommodation.croatia.hr/hr-hr/apartmani/split/adam-3/,Adam,Objekti u domaćinstvu,,Josipova,12,,,Split,43.507648,16.5230082,4,,Nada Domljanović,,,Turistička zajednica grada Split,Josipova 12,Adam,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
a3ede585-b007-5f5a-815a-98c01b1f0887,croatia_hr,adriatik-lux-riva,https://accommodation.croatia.hr/hr-hr/apartmani/split/adriatik-lux-riva/,ADRIATIK LUX RIVA,Apartman,,Trumbićeva obala,5,,,Split,43.507995,16.434531,4,,Adriatic Lux Residences,,,Turistička zajednica grada Split,Trumbićeva obala 5,ADRIATIK LUX RIVA,Apartman,2026-05-16T11:59:07+00:00
ad72dab3-0149-5d0d-9785-68d8cbb4d5d7,croatia_hr,adriatik-lux-teatro-1,https://accommodation.croatia.hr/hr-hr/apartmani/split/adriatik-lux-teatro-1/,ADRIATIK LUX TEATRO 1,Studio apartman,,Teutina,3,,,Split,43.510803,16.437013,2,,Adriatic Lux Residences,,,Turistička zajednica grada Split,Teutina 3,ADRIATIK LUX TEATRO 1,Studio apartman,2026-05-16T11:59:07+00:00
dc0fed19-3851-558e-ad42-52aab56d9764,croatia_hr,akvarel,https://accommodation.croatia.hr/hr-hr/apartmani/split/akvarel/,AKVAREL,Objekti u domaćinstvu,,Palmotićeva,6,,,Split,43.50602,16.449421,4,,Sandra Radovniković,,,Turistička zajednica grada Split,Palmotićeva 6,AKVAREL,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
6b3f54d0-3591-52fc-89d0-cede7fb9632a,croatia_hr,alba-residenza-apartman,https://accommodation.croatia.hr/hr-hr/apartmani/split/alba-residenza-apartman/,ALBA RESIDENZA apartman,Apartman,,Hektorovićeva,21,,,Split,43.502073,16.452712,2,,PRIMUM OMNIUM d.o.o.,,,Turistička zajednica grada Split,Hektorovićeva 21,ALBA RESIDENZA apartman,Apartman,2026-05-16T11:59:07+00:00
fe34f390-ebe1-568e-83f5-bf4331c65477,croatia_hr,aleksandar-nimac,https://accommodation.croatia.hr/hr-hr/apartmani/split/aleksandar-nimac/,Aleksandar Nimac,Objekti u domaćinstvu,,Sinovčića,5,,,Split,43.509116,16.435054,6,,Aleksandar Nimac,,,Turistička zajednica grada Split,Sinovčića 5,Aleksandar Nimac,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
03da5fe8-f5d2-549e-b5e9-444069b01f3d,croatia_hr,alessandro-petralia,https://accommodation.croatia.hr/hr-hr/apartmani/split/alessandro-petralia/,Alessandro Petralia,Objekti u domaćinstvu,,Kraj sv. Nikole,15,,,Split,43.509245,16.434484,4,,Alessandro Petralia,,,Turistička zajednica grada Split,Kraj sv. Nikole 15,Alessandro Petralia,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
10060fe1-10a0-5b5a-a28b-ebeb4a83486f,croatia_hr,alos-center-apartments,https://accommodation.croatia.hr/hr-hr/apartmani/split/alos-center-apartments/,ALOS CENTER APARTMENTS,Studio apartman,,Ban Mladenova,4,,,Split,43.508948,16.435539,7,,ALOS d.o.o.,,,Turistička zajednica grada Split,Ban Mladenova 4,ALOS CENTER APARTMENTS,Studio apartman,2026-05-16T11:59:07+00:00
6ec2d3fd-b236-5003-b861-5646385cfc54,croatia_hr,amadeo,https://accommodation.croatia.hr/hr-hr/apartmani/split/amadeo/,AMADEO,Studio apartman,,Roosweltova,52,,,Split,43.50227,16.456511,3,,IVIJA PROM d.o.o.,,,Turistička zajednica grada Split,Roosweltova 52,AMADEO,Studio apartman,2026-05-16T11:59:07+00:00
512e5265-8792-5da8-9b0a-297a7a0b1733,croatia_hr,ameli-slade,https://accommodation.croatia.hr/hr-hr/apartmani/split/ameli-slade/,Ameli Slade,Objekti u domaćinstvu,,Ante Petravića,33,,,Split,43.526188,16.466527,2,,Ameli Slade,,,Turistička zajednica grada Split,Ante Petravića 33,Ameli Slade,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
941604f3-df1c-52f0-9fe3-f1382d0caea0,croatia_hr,ana-19,https://accommodation.croatia.hr/hr-hr/apartmani/split/ana-19/,ANA,Objekti u domaćinstvu,,Plinarska,21,,,Split,43.511077,16.435401,2,,Sanja Ordulj Stapić,,,Turistička zajednica grada Split,Plinarska 21,ANA,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
8e358037-0409-5377-a1d8-9e4c93e672ec,croatia_hr,ana-21,https://accommodation.croatia.hr/hr-hr/apartmani/split/ana-21/,ANA,Objekti u domaćinstvu,,Poljana Tina Ujevića,2,,,Split,43.51097,16.436397,2,,Ana Radan,,,Turistička zajednica grada Split,Poljana Tina Ujevića 2,ANA,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
7466d863-4166-53c0-8b41-e7e8aee58ef7,croatia_hr,ana-ivanovic,https://accommodation.croatia.hr/hr-hr/apartmani/split/ana-ivanovic/,ANA IVANOVIĆ,Objekti u domaćinstvu,,Put Žnjana,18D,,,Split,43.503186,16.484109,2,,ANA IVANOVIĆ,,,Turistička zajednica grada Split,PUT ŽNJANA 18D,ANA IVANOVIĆ,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
a1aa671d-6902-5177-89b7-04a87def302f,croatia_hr,ana-cepic,https://accommodation.croatia.hr/hr-hr/apartmani/split/ana-cepic/,Ana Čepić,Objekti u domaćinstvu,,Biskupa Jurja Dobrile,17,,,Split,43.508186,16.438787,2,,Ana Čepić,,,Turistička zajednica grada Split,Biskupa Jurja Dobrile 17,Ana Čepić,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
9d27bb3f-a4ef-5ddc-906a-99b7e78e1f17,croatia_hr,ana-jelaca,https://accommodation.croatia.hr/hr-hr/apartmani/split/ana-jelaca/,Ana Jelača,Objekti u domaćinstvu,,Templarska,31,,,Split,43.508186,16.438787,4,,Ana Jelača,,,Turistička zajednica grada Split,Templarska 31,Ana Jelača,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
1bc99a48-f591-5e41-9316-139c515b4dbd,croatia_hr,ana-kastelan,https://accommodation.croatia.hr/hr-hr/apartmani/split/ana-kastelan/,Ana Kaštelan,Objekti u domaćinstvu,,Put Žnjana,35,,,Split,43.504513,16.492166,2,,Ana Kaštelan,,,Turistička zajednica grada Split,Put Žnjana 35,Ana Kaštelan,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
126e0b59-e226-5cbc-bf22-00d1d5daf2fd,croatia_hr,ana-ostojic,https://accommodation.croatia.hr/hr-hr/apartmani/split/ana-ostojic/,Ana Ostojić,Objekti u domaćinstvu,,Marasovića,35,,,Split,43.506607,16.429755,2,,Ana Ostojić,,,Turistička zajednica grada Split,Marasovića 35,Ana Ostojić,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
a3c2ce52-ec11-5bea-b0f3-790c6e2ebd12,croatia_hr,ana-politeo,https://accommodation.croatia.hr/hr-hr/apartmani/split/ana-politeo/,Ana Politeo,Objekti u domaćinstvu,,Mosorska,3,,,Split,43.507107,16.445977,2,,Ana Politeo,,,Turistička zajednica grada Split,Mosorska 3,Ana Politeo,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
b649b01c-5749-5dc6-acdd-f30d7dbccb4c,croatia_hr,ana-radas,https://accommodation.croatia.hr/hr-hr/apartmani/split/ana-radas/,Ana Radas,Objekti u domaćinstvu,,Rooseweltova,44,,,Split,43.502335,16.454657,5,,Ana Radas,,,Turistička zajednica grada Split,Rooseweltova 44,Ana Radas,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
ac87cd96-8fc6-53b7-a54e-892bbb6a35ea,croatia_hr,anda-duran,https://accommodation.croatia.hr/hr-hr/apartmani/split/anda-duran/,Anđa Đuran,Objekti u domaćinstvu,,Tolstojeva,28,,,Split,43.512165,16.44508,4,,Anđa Đuran,,,Turistička zajednica grada Split,TOLSTOJEVA 28,Anđa Đuran,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
36a5b20d-227f-5be7-85ee-7e70cc4d698b,croatia_hr,andelka-damjanovic,https://accommodation.croatia.hr/hr-hr/apartmani/split/andelka-damjanovic/,Anđelka Damjanović,Objekti u domaćinstvu,,Stobrečka,10,,,Split,43.507858,16.503304,2,,Anđelka Damjanović,,,Turistička zajednica grada Split,Stobrečka 10 A,Anđelka Damjanović,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
3b2b4740-11d2-54c3-b5f2-47d4e76406b4,croatia_hr,andelko-nasic,https://accommodation.croatia.hr/hr-hr/apartmani/split/andelko-nasic/,ANĐELKO NASIĆ,Objekti u domaćinstvu,,Poljička,20A,,,Split,43.504776,16.455785,3,,ANĐELKO NASIĆ,,,Turistička zajednica grada Split,POLJIČKA 20A,ANĐELKO NASIĆ,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
d4eae9d4-c16f-5328-8666-af188d61e3df,croatia_hr,andelko-sisko,https://accommodation.croatia.hr/hr-hr/apartmani/split/andelko-sisko/,ANĐELKO ŠIŠKO,Objekti u domaćinstvu,,Svačićeva,7,,,Split,43.512874,16.437651,4,,ANĐELKO ŠIŠKO,,,Turistička zajednica grada Split,SVAČIĆEVA 7,ANĐELKO ŠIŠKO,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
195638fc-1e0a-5942-ad8a-567856b8646c,croatia_hr,andelo-zeravica,https://accommodation.croatia.hr/hr-hr/apartmani/split/andelo-zeravica/,ANĐELO ŽERAVICA,Objekti u domaćinstvu,,Bajamontijeva,2,,,Split,43.508684,16.439592,2,,ANĐELO ŽERAVICA,,,Turistička zajednica grada Split,BAJAMONTIJEVA 2,ANĐELO ŽERAVICA,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
e7e33dc1-6ba0-5599-ac73-716446bba8c1,croatia_hr,andrija-anticic,https://accommodation.croatia.hr/hr-hr/apartmani/split/andrija-anticic/,Andrija Antičić,Objekti u domaćinstvu,,Vukovarska,18,,,Split,43.511916,16.445163,4,,Andrija Antičić,,,Turistička zajednica grada Split,Vukovarska 18,Andrija Antičić,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
2568d6cc-4126-5ec4-80f1-1f2cda60b4c5,croatia_hr,andrijana-3,https://accommodation.croatia.hr/hr-hr/apartmani/split/andrijana-3/,ANDRIJANA 3,Objekti u domaćinstvu,,Dumanića,4,,,Split,43.506778,16.445553,2,,MARIN DUMANIĆ,,,Turistička zajednica grada Split,Dumanića 4,ANDRIJANA 3,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
5e5ec050-cf03-554b-92ba-0c96d0ba2477,croatia_hr,andrijana-sucic,https://accommodation.croatia.hr/hr-hr/apartmani/split/andrijana-sucic/,Andrijana Sučić,Objekti u domaćinstvu,,Manuška poljana,2,,,Split,43.510871,16.441552,2,,Andrijana Sučić,,,Turistička zajednica grada Split,Manuška poljana 2,Andrijana Sučić,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
71181e40-2922-5d2b-adf0-fe5c704641fe,croatia_hr,anita-ceko,https://accommodation.croatia.hr/hr-hr/apartmani/split/anita-ceko/,Anita Čeko,Objekti u domaćinstvu,,Gospe od Mira,19,,Stobreč,Split,43.503641,16.516777,3,,Anita Čeko,,,Turistička zajednica grada Split,Gospe od Mira 19,Anita Čeko,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
af23fdc9-334a-5d54-9d6d-22ef3edcf6b3,croatia_hr,anita-luksic-nimac,https://accommodation.croatia.hr/hr-hr/apartmani/split/anita-luksic-nimac/,Anita Lukšić Nimac,Objekti u domaćinstvu,,Sinovčića,5,,,Split,43.509116,16.435054,2,,Anita Lukšić Nimac,,,Turistička zajednica grada Split,Sinovčića 5,Anita Lukšić Nimac,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
b8fdea42-18a4-5173-9f9b-d4f079baad73,croatia_hr,anita-poljak,https://accommodation.croatia.hr/hr-hr/apartmani/split/anita-poljak/,ANITA POLJAK,Objekti u domaćinstvu,,Domaldova,11,,,Split,43.509764,16.438131,2,,ANITA POLJAK,,,Turistička zajednica grada Split,Domaldova 11,ANITA POLJAK,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
0f135bc5-0f76-5339-881e-330166e8b02e,croatia_hr,anita-steko,https://accommodation.croatia.hr/hr-hr/apartmani/split/anita-steko/,Anita Šteko,Objekti u domaćinstvu,,Nepotova,8,,,Split,43.508759,16.441317,4,,Anita Šteko,,,Turistička zajednica grada Split,Nepotova 8,Anita Šteko,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
e22c92a1-a9b3-5c0b-82d4-2344d696ce91,croatia_hr,ankica-muslim,https://accommodation.croatia.hr/hr-hr/apartmani/split/ankica-muslim/,Ankica Muslim,Objekti u domaćinstvu,,Imotska,62,,,Split,43.523366,16.473506,4,,Ankica Muslim,,,Turistička zajednica grada Split,Imotska 62,Ankica Muslim,Objekti u domaćinstvu,2026-05-16T11:59:07+00:00
